SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-22 06:00:00,TS,27.0,118.9, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.0,118.9,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,310
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-22 09:00:00,TS,27.2,118.6, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.2,118.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,315
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-22 12:00:00,TS,27.5,118.4, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.5,118.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,325
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-22 15:00:00,TS,27.8,118.2, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.8,118.2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,325
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-22 16:00:00,TS,27.9,118.1, , , ,main,0,0,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.9,118.1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,330
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-22 18:00:00,TS,28.1,118.0, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.1,118.0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,330
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-22 21:00:00,TS,28.4,117.8, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.4,117.8,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,335
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-23 00:00:00,TS,28.7,117.6, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.7,117.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,335
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-23 03:00:00,TS,29.0,117.5, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.0,117.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,335
1884201N18129,1884,21,WP,MM,UNNAMED,1884-07-23 04:00:00,TS,29.1,117.4, , , ,main,0, ,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.1,117.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,335
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-25 16:00:00,TS,12.9,126.6, , , ,main,142,124,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12.9,126.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,23,310
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-25 18:00:00,TS,13.4,126.0, , , ,main,132,78,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.4,126.0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,22,310
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-25 21:00:00,TS,14.1,125.1, , , ,main,78,59,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.1,125.1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,310
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-26 00:00:00,TS,14.7,124.3, , , ,main,78,78,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.7,124.3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,310
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-26 03:00:00,TS,15.2,123.7, , , ,main,141,134,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.2,123.7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,305
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-26 04:00:00,TS,15.3,123.5, , , ,main,139,132,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.3,123.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,305
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-26 06:00:00,TS,15.5,123.2, , , ,main,132,100,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.5,123.2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,300
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-26 09:00:00,TS,15.6,122.9, , , ,main,100,77,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.6,122.9,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,290
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-26 12:00:00,TS,15.7,122.7, , , ,main,77,69,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.7,122.7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,280
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-26 15:00:00,TS,15.7,122.6, , , ,main,69,61,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.7,122.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,275
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-26 16:00:00,TS,15.7,122.5, , , ,main,61,39,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.7,122.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,290
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-26 18:00:00,TS,15.8,122.3, , , ,main,39,24,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.8,122.3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,290
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-26 21:00:00,TS,15.8,122.1, , , ,main,24,11,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.8,122.1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,290
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-27 00:00:00,TS,15.9,121.9, , , ,main,15,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.9,121.9,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,295
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-27 03:00:00,TS,16.1,121.6, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.1,121.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,295
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-27 04:00:00,TS,16.1,121.5, , , ,main,0,0,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.1,121.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,295
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-27 06:00:00,TS,16.2,121.3, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.2,121.3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,295
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-27 09:00:00,TS,16.4,120.9, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.4,120.9,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,300
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-27 12:00:00,TS,16.6,120.5, , , ,main,0,0,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.6,120.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,300
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-27 15:00:00,TS,16.8,120.0, , , ,main,39,39,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.8,120.0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,300
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-27 16:00:00,TS,16.9,119.9, , , ,main,54,54,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.9,119.9,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,295
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-27 18:00:00,TS,17.0,119.7, , , ,main,77,77,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.0,119.7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,295
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-27 21:00:00,TS,17.2,119.4, , , ,main,105,113,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.2,119.4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,295
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-28 00:00:00,TS,17.3,119.0, , , ,main,140,139,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.3,119.0,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,300
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-28 03:00:00,TS,17.5,118.6, , , ,main,180,180,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.5,118.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,300
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-28 04:00:00,TS,17.6,118.5, , , ,main,190,190,___________O___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.6,118.5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,300
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-28 06:00:00,TS,17.8,118.2, , , ,main,223,234,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.8,118.2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,300
1884208N13127,1884,22,WP,MM,UNNAMED,1884-07-28 09:00:00,TS,18.1,117.6, , , ,main,291,291,___________P___, , , , , , , , ,-5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.1,117.6,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,300
